STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09 
USW00014732,"LAGUARDIA AIRPORT, NY US",6/21/16,10.96,,0,0,0,81,89,73,,310,300,31.1,38.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/22/16,9.84,,0,0,0,78,86,67,,310,320,28,36,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/23/16,7.61,,0,0,0,74,81,68,,50,50,15,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/24/16,10.51,,0,0,0,75,85,68,,50,40,19.9,25.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/25/16,9.62,,0,0,0,73,83,65,,180,50,15,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/26/16,8.5,,0,0,0,76,86,70,,180,170,19.9,25.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/27/16,11.41,,0.28,0,0,76,84,69,,170,170,23.9,32,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/28/16,9.62,,0.33,0,0,73,78,70,,160,160,17,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/29/16,6.93,,0,0,0,76,87,70,,330,310,18.1,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/30/16,7.61,,0,0,0,78,87,70,,180,190,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/1/16,8.72,,0.28,0,0,77,81,70,,170,170,21,25.9,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/2/16,14.32,,0,0,0,73,78,68,,320,310,23.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/3/16,8.05,,0,0,0,75,82,69,,180,220,18.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/4/16,8.5,,0.51,0,0,77,86,69,,180,180,21.9,25.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/5/16,7.16,,0.57,0,0,76,89,69,,260,260,14.1,18.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/6/16,6.04,,0,0,0,86,96,77,,170,180,18.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/7/16,7.16,,0.02,0,0,85,93,75,,160,170,19.9,25.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/8/16,9.17,,0.01,0,0,79,86,69,,130,50,18.1,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/9/16,9.62,,0.41,0,0,70,74,66,,130,110,16.1,19,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/10/16,9.84,,0,0,0,73,81,67,,320,300,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/11/16,8.28,,0,0,0,74,83,69,,40,70,13,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/12/16,10.29,,0,0,0,77,84,71,,170,170,21.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/13/16,9.84,,0,0,0,78,86,73,,160,160,21.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/14/16,8.28,,0.5,0,0,80,91,75,,270,290,32,53,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/15/16,8.5,,0,0,0,87,92,82,,240,240,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/16/16,8.05,,0,0,0,84,92,77,,200,210,23,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/17/16,6.04,,0,0,0,83,93,77,,180,170,21,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/18/16,10.07,,0.12,0,0,86,97,78,,330,330,29.1,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/19/16,12.53,,0,0,0,80,85,76,,320,310,23,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/20/16,8.5,,0,0,0,78,85,71,,160,160,16.1,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/21/16,10.51,,0,0,0,81,91,75,,160,160,21.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/22/16,12.75,,0,0,0,85,98,76,,270,270,21,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/23/16,11.41,,0,0,0,89,99,82,,310,310,25.1,32,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/24/16,8.72,,0,0,0,85,94,76,,160,160,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/25/16,9.17,,0.79,0,0,84,94,77,,230,90,19.9,30,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/26/16,10.07,,0,0,0,82,94,75,,310,330,21,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/27/16,7.16,,0,0,0,85,94,77,,170,160,16.1,19,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/28/16,6.71,,0,0,0,85,94,78,,160,170,21.9,25.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/29/16,10.07,,1.02,0,0,78,85,71,,50,50,18.1,25.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/30/16,8.05,,0.18,0,0,78,84,75,,170,180,17,21.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/31/16,11.18,,0.57,0,0,78,83,72,,50,60,18.1,21.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/1/16,10.51,,0,0,0,74,80,71,,60,60,18.1,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/2/16,11.86,,0,0,0,74,78,71,,50,60,21,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/3/16,8.5,,0,0,0,74,82,68,,160,50,15,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/4/16,7.38,,0,0,0,76,84,70,,160,160,15,21,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/5/16,9.62,,0,0,0,77,86,72,,160,190,21,23.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/6/16,10.29,,0,0,0,81,91,75,,300,300,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/7/16,10.74,,0,0,0,81,89,74,,300,290,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/8/16,7.61,,0,0,0,81,87,75,,120,60,15,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/9/16,8.72,,0,0,0,81,89,75,,190,170,18.1,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/10/16,9.62,,0.06,0,0,81,89,76,,200,210,17,23,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/11/16,8.05,,0.35,0,0,87,97,78,,210,210,30,46.1,,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/12/16,8.95,,0.28,0,0,87,98,76,,310,240,28,34,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/13/16,9.4,,0,0,0,89,98,84,,320,320,21,25.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/14/16,9.17,,0.01,0,0,91,98,81,,320,320,32,36.9,,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/15/16,6.71,,0,0,0,85,93,78,,320,330,14.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/16/16,11.63,,0.13,0,0,85,91,78,,170,160,23,29.1,,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/17/16,11.86,,0,0,0,83,86,79,,230,240,31.1,45,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/18/16,5.59,,0.02,0,0,80,88,75,,170,70,13,16.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/19/16,7.38,,0.02,0,0,82,89,77,,360,60,16.1,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/20/16,8.28,,0.12,0,0,79,85,75,,100,70,21,25.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/21/16,12.53,,0.13,0,0,81,89,76,,290,170,21.9,29.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/22/16,17,,0,0,0,76,79,70,,330,330,25.9,36,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/23/16,6.71,,0,0,0,74,84,67,,130,130,16.1,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/24/16,7.83,,0,0,0,79,89,71,,160,170,19.9,23.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/25/16,11.41,,0.01,0,0,79,86,73,,180,180,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/26/16,10.51,,0,0,0,84,91,77,,310,320,21.9,23.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/27/16,8.72,,0,0,0,82,89,76,,140,10,14.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/28/16,8.05,,0,0,0,81,89,74,,150,150,16.1,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/29/16,10.07,,0,0,0,82,91,77,,320,310,18.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/30/16,10.07,,0,0,0,79,86,72,,50,50,17,21,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/31/16,9.4,,0,0,0,80,90,76,,160,160,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/1/16,5.82,,0.34,0,0,77,80,73,,360,360,17,21,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/2/16,10.74,,0,0,0,75,83,68,,350,360,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/3/16,12.3,,0,0,0,74,76,69,,60,50,21,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/4/16,11.41,,0,0,0,72,81,66,,50,40,23,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/5/16,13.87,,0,0,0,74,84,67,,360,10,25.1,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/6/16,16.78,,0.01,0,0,78,82,72,,60,40,25.9,33.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/7/16,11.18,,0,0,0,77,86,72,,360,350,19.9,25.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/8/16,7.83,,0,0,0,79,88,73,,170,160,15,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/9/16,7.83,,0.05,0,0,87,93,77,,260,280,16.1,21.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/10/16,9.17,,0,0,0,82,91,76,,160,100,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/11/16,13.42,,0,0,0,81,84,70,,310,320,28,34,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/12/16,8.28,,0,0,0,71,78,64,,170,60,15,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/13/16,10.29,,0,0,0,73,82,68,,170,160,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/14/16,8.95,,0.37,0,0,78,92,70,,260,240,29.1,40.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/15/16,10.51,,0,0,0,70,75,63,,50,10,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/16/16,7.38,,0,0,0,69,75,64,,90,110,14.1,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/17/16,8.05,,0,0,0,69,78,64,,160,150,18.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/18/16,9.62,,0,0,0,76,85,72,,190,190,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/19/16,6.04,,0.78,0,0,75,77,72,,140,260,16.1,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/20/16,5.82,,0,0,0,75,84,71,,90,60,12.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/21/16,5.37,,0,0,0,78,85,73,,60,60,12.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/22/16,6.49,,0,0,0,77,86,70,,50,60,12.1,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/23/16,5.82,,0.24,0,0,77,89,66,,360,360,17,21.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/24/16,10.29,,0.2,0,0,69,72,59,,50,50,21.9,25.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/25/16,7.38,,0,0,0,64,71,58,,350,350,15,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/26/16,10.29,,0,0,0,66,73,57,,160,170,21,27.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/27/16,7.61,,0.15,0,0,71,76,66,,180,190,17,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/28/16,16.55,,0,0,0,68,71,60,,50,60,25.1,32,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/29/16,21.25,,0,0,0,63,67,60,,60,60,31.1,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",9/30/16,23.49,,0.39,0,0,62,64,58,,50,60,35.1,42.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/1/16,14.54,,0,0,0,60,64,58,,40,40,23,27.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/2/16,6.49,,0,0,0,61,65,58,,60,60,15,18.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/3/16,5.14,,0,0,0,66,73,62,,310,280,13,15,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/4/16,13.42,,0,0,0,67,71,62,,60,50,23,28,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/5/16,9.17,,0,0,0,62,69,55,,70,60,18.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/6/16,4.7,,0,0,0,65,75,59,,170,170,13,15,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/7/16,6.71,,0,0,0,66,77,60,,130,50,14.1,19.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/8/16,5.82,,0.14,0,0,65,69,61,,310,60,14.1,17,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/9/16,14.99,,0.48,0,0,61,67,54,,360,350,28,38.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/16,12.75,,0,0,0,57,65,50,,330,310,23,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/16,7.16,,0,0,0,56,64,49,,210,50,13,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/16,4.92,,0,0,0,61,69,56,,140,170,13,16.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/16,8.95,,0,0,0,62,70,56,,320,320,21,25.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/16,9.17,,0,0,0,57,64,50,,10,10,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/16,6.26,,0,0,0,57,66,49,,170,170,13,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/16,9.17,,0,0,0,62,74,55,,210,240,16.1,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/16,5.82,,0,0,0,72,83,66,,230,230,14.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/18/16,9.62,,0,0,0,75,82,68,,170,210,16.1,21,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/19/16,8.95,,0,0,0,77,86,68,,340,340,16.1,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/20/16,10.51,,0,0,0,68,73,63,,100,50,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/21/16,7.61,,1.81,0,0,69,71,61,,310,310,21.9,25.9,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/22/16,19.01,,0.31,0,0,56,62,49,,270,290,31.1,44.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/23/16,16.55,,0,0,0,54,64,48,,290,300,33.1,44.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/24/16,14.32,,0,0,0,59,64,50,,300,300,29.1,36,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/25/16,16.33,,0,0,0,51,55,46,,300,300,29.1,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/26/16,12.3,,0,0,0,47,52,41,,340,300,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/27/16,10.51,,1.32,0,0,46,58,42,,100,70,17,23,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/28/16,18.57,,0,0,0,51,54,44,,310,310,33.1,42.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/29/16,9.17,,0,0,0,51,66,44,,230,220,19.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/30/16,8.28,,0.76,0,0,68,78,57,,340,340,28,32,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",10/31/16,10.74,,0,0,0,53,57,47,,330,330,23.9,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/1/16,7.38,,0,0,0,51,61,44,,180,,13,,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/2/16,7.38,,0,0,0,61,72,56,,220,230,13,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/3/16,10.96,,0,0,0,67,75,59,,320,230,25.1,32,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/4/16,13.42,,0,0,0,59,62,51,,320,320,23,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/5/16,11.18,,0,0,0,55,64,48,,320,280,19.9,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/6/16,14.54,,0,0,0,58,60,47,,10,310,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/7/16,9.62,,0,0,0,49,58,43,,30,50,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/8/16,3.8,,0,0,0,56,70,47,,250,270,12.1,15,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/9/16,8.28,,0.02,0,0,59,63,51,,350,350,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/10/16,11.18,,0,0,0,51,58,44,,330,360,21,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/11/16,18.12,,0,0,0,56,63,44,,330,320,36,46.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/12/16,11.41,,0,0,0,45,52,40,,330,340,23,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/13/16,9.4,,0,0,0,52,64,43,,270,260,19.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/14/16,5.82,,0,0,0,57,64,50,,270,270,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/15/16,11.86,,1.61,0,0,53,58,49,,350,350,23.9,31.1,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/16/16,10.07,,0,0,0,54,64,48,,260,260,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/17/16,11.41,,0,0,0,57,63,52,,340,340,21,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/18/16,6.26,,0,0,0,55,67,48,,350,340,12.1,15,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/19/16,8.28,,0.18,0,0,55,62,42,,290,270,31.1,40.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/20/16,22.37,,0.34,0,0,44,44,37,,290,270,36,50.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/21/16,22.82,,0,0,0,41,43,39,,310,270,36,48.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/22/16,22.82,,0,0,0,41,44,39,,310,310,36.9,55,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/23/16,11.41,,0,0,0,41,46,37,,320,320,21,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/24/16,8.05,,0.02,0,0,44,50,41,,40,60,15,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/25/16,4.25,,0.01,0,0,50,56,47,,320,100,8.9,12.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/26/16,11.41,,0,0,0,50,52,44,,310,320,21,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/27/16,13.87,,0,0,0,46,51,43,,310,320,21,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/28/16,8.28,,0,0,0,47,53,42,,170,170,14.1,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/29/16,11.63,,2.23,0,0,55,62,52,,160,180,25.9,36,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",11/30/16,10.29,,0.96,0,0,57,61,52,,40,40,23.9,29.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/1/16,15.21,,0.05,0,0,54,57,45,,290,300,28,36,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/2/16,16.11,,0,0,0,47,53,43,,270,300,23.9,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/3/16,18.79,,0,0,0,46,50,43,,320,330,32,40,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/4/16,10.74,,0,0,0,44,48,41,,320,320,19.9,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/5/16,10.07,,0.18,0,0,44,51,40,,310,310,19.9,25.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/6/16,10.51,,0.35,0,0,45,47,41,,70,90,21,27.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/7/16,7.16,,0.06,0,0,44,47,41,,60,60,18.1,23,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/8/16,11.41,,0,0,0,45,45,36,,270,260,23,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/9/16,19.01,,0,0,0,38,42,32,,320,320,32,38.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/10/16,12.97,,0,0,0,33,37,31,,290,300,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/11/16,6.71,,0.03,0.4,0,33,36,30,,310,320,14.1,18.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/12/16,10.96,,0.53,0,0,40,48,35,,250,240,21,30,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/13/16,8.5,,0,0,0,42,45,39,,260,260,19.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/14/16,11.86,,0,0,0,42,44,36,,300,270,23,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/15/16,22.82,,0,0,0,31,36,21,,290,310,38,47,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/16/16,12.08,,0,0,0,23,29,19,,270,250,21.9,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/17/16,5.82,,0.7,2.6,2,31,40,26,,220,220,14.1,19,1,,,,,1,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/18/16,12.97,,0.05,0,0,47,61,33,,310,310,42.9,55,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/19/16,11.41,,0,0,0,31,33,25,,320,320,21.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/20/16,6.71,,0,0,0,27,36,23,,240,240,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/21/16,6.93,,0,0,0,36,42,33,,260,290,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/22/16,11.86,,0,0,0,43,50,37,,310,310,28,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/23/16,10.07,,0,0,0,44,48,41,,320,320,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/24/16,10.29,,0.52,0,0,44,49,40,,320,260,21.9,28,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/25/16,10.51,,0,0,0,45,51,38,,310,310,21.9,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/26/16,10.74,,0,0,0,39,52,34,,60,220,17,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/27/16,15.43,,0,0,0,56,62,42,,270,230,28,38,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/28/16,13.2,,0,0,0,42,42,35,,310,310,23,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/29/16,10.74,,0.48,0,0,40,48,34,,260,280,23,32,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/30/16,17,,0,0,0,40,42,35,,260,270,29.1,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",12/31/16,13.87,,0,0,0,38,45,34,,190,170,25.1,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/1/17,10.07,,0,0,0,46,49,39,,290,220,21,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/2/17,12.08,,0.18,0,0,40,42,38,,60,50,21.9,23.9,1,,,1,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/3/17,16.11,,0.45,0,0,42,47,40,,60,70,23.9,32,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/4/17,16.11,,0,0,0,47,54,36,,270,260,27.1,40.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/5/17,14.76,,0,0,0,34,36,28,,260,280,25.1,33.1,,,,,,,,
